"ID_TRAMO","UTM_IX","UTM_IY","UTM_FX","UTM_FY","UTM_IX_OK","UTM_IY_OK","UTM_FX_OK","UTM_FY_OK"
"10126",431499.48500000,4586108.21900000,431506.62100000,4586115.22400000,431404.48500000,4585903.21900000,431411.62100000,4585910.22400000
"10128",431144.97300000,4585959.03500000,431156.55300000,4585968.65100000,431049.97300000,4585754.03500000,431061.55300000,4585763.65100000
"10129",431299.43800000,4585697.28600000,431309.13600000,4585694.54400000,431204.43800000,4585492.28600000,431214.13600000,4585489.54400000
"10130",431476.13000000,4586048.14000000,431476.35000000,4586037.16000000,431381.13000000,4585843.14000000,431381.35000000,4585832.16000000
"10131",431535.60000000,4585951.87200000,431540.34200000,4585939.01100000,431440.60000000,4585746.87200000,431445.34200000,4585734.01100000
"10132",431128.79000000,4585586.97000000,431139.98000000,4585599.31000000,431033.79000000,4585381.97000000,431044.98000000,4585394.31000000
"10133",431347.40300000,4586150.73400000,431345.07500000,4586137.93900000,431252.40300000,4585945.73400000,431250.07500000,4585932.93900000
"10134",431344.12200000,4586213.16100000,431339.79100000,4586183.40000000,431249.12200000,4586008.16100000,431244.79100000,4585978.40000000
"10135",431308.39000000,4585973.93000000,431311.75000000,4585993.66000000,431213.39000000,4585768.93000000,431216.75000000,4585788.66000000
"10136",431416.81800000,4585789.11600000,431433.00800000,4585791.13900000,431321.81800000,4585584.11600000,431338.00800000,4585586.13900000
"10137",431199.21000000,4586051.19000000,431210.47000000,4586039.42000000,431104.21000000,4585846.19000000,431115.47000000,4585834.42000000
"10143",431127.99000000,4585889.89200000,431138.14800000,4585897.81700000,431032.99000000,4585684.89200000,431043.14800000,4585692.81700000
"10145",431393.88800000,4585860.49500000,431384.47100000,4585860.74500000,431298.88800000,4585655.49500000,431289.47100000,4585655.74500000
"10146",431129.81400000,4586131.40000000,431144.05500000,4586123.57800000,431034.81400000,4585926.40000000,431049.05500000,4585918.57800000
"10147",431199.41300000,4585444.08700000,431203.90600000,4585452.00100000,431104.41300000,4585239.08700000,431108.90600000,4585247.00100000
"10148",431013.78000000,4585879.00000000,431000.51000000,4585886.36000000,430918.78000000,4585674.00000000,430905.51000000,4585681.36000000
"10149",431362.92000000,4585237.13000000,431377.69000000,4585236.99000000,431267.92000000,4585032.13000000,431282.69000000,4585031.99000000
"10150",431322.57400000,4585285.60500000,431323.12700000,4585297.53300000,431227.57400000,4585080.60500000,431228.12700000,4585092.53300000
"10151",431445.24500000,4586168.83000000,431456.67700000,4586162.53600000,431350.24500000,4585963.83000000,431361.67700000,4585957.53600000
"10152",431233.42000000,4586298.08200000,431218.03900000,4586307.50600000,431138.42000000,4586093.08200000,431123.03900000,4586102.50600000
"10153",430953.31300000,4585642.16100000,430980.14300000,4585628.21100000,430858.31300000,4585437.16100000,430885.14300000,4585423.21100000
"10155",431180.41100000,4586205.76200000,431186.55700000,4586201.28500000,431085.41100000,4586000.76200000,431091.55700000,4585996.28500000
"10156",431408.56300000,4585407.57200000,431414.81300000,4585407.65500000,431313.56300000,4585202.57200000,431319.81300000,4585202.65500000
"10157",431478.37700000,4585453.42900000,431488.99200000,4585454.21500000,431383.37700000,4585248.42900000,431393.99200000,4585249.21500000
"10158",431260.53700000,4586315.06600000,431252.88900000,4586300.55200000,431165.53700000,4586110.06600000,431157.88900000,4586095.55200000
"10159",431216.93600000,4586236.36000000,431208.39600000,4586220.97100000,431121.93600000,4586031.36000000,431113.39600000,4586015.97100000
"10160",431178.41000000,4586158.13000000,431171.03000000,4586144.54000000,431083.41000000,4585953.13000000,431076.03000000,4585939.54000000
"10161",430952.54000000,4585738.99000000,430960.18000000,4585753.97000000,430857.54000000,4585533.99000000,430865.18000000,4585548.97000000
"10162",431059.11700000,4585946.57400000,431067.64900000,4585961.07900000,430964.11700000,4585741.57400000,430972.64900000,4585756.07900000
"10163",431165.23000000,4585903.60200000,431173.50800000,4585890.70800000,431070.23000000,4585698.60200000,431078.50800000,4585685.70800000
"10164",431091.47000000,4586023.23000000,431074.84000000,4586047.13000000,430996.47000000,4585818.23000000,430979.84000000,4585842.13000000
"10165",431551.93600000,4585426.67000000,431554.96000000,4585419.12900000,431456.93600000,4585221.67000000,431459.96000000,4585214.12900000
"10166",431516.48900000,4585464.56600000,431535.84400000,4585454.66300000,431421.48900000,4585259.56600000,431440.84400000,4585249.66300000
"10167",431118.48500000,4585629.13600000,431106.59800000,4585634.10800000,431023.48500000,4585424.13600000,431011.59800000,4585429.10800000
"10168",431256.24900000,4585582.13500000,431260.97000000,4585584.14300000,431161.24900000,4585377.13500000,431165.97000000,4585379.14300000
"10169",431427.19900000,4585558.20700000,431435.17000000,4585559.90100000,431332.19900000,4585353.20700000,431340.17000000,4585354.90100000
"10170",431411.39900000,4585522.55500000,431414.39000000,4585511.47800000,431316.39900000,4585317.55500000,431319.39000000,4585306.47800000
"10171",427997.72900000,4586733.57200000,428019.64600000,4586725.82200000,427902.72900000,4586528.57200000,427924.64600000,4586520.82200000
"10172",428280.07100000,4586469.29100000,428309.69800000,4586482.00700000,428185.07100000,4586264.29100000,428214.69800000,4586277.00700000
"10173",428140.14600000,4586513.32200000,428139.14600000,4586497.82200000,428045.14600000,4586308.32200000,428044.14600000,4586292.82200000
"10174",428128.66200000,4586604.95400000,428118.49400000,4586604.60700000,428033.66200000,4586399.95400000,428023.49400000,4586399.60700000
"10175",428390.97900000,4586995.40500000,428384.60400000,4586977.15500000,428295.97900000,4586790.40500000,428289.60400000,4586772.15500000
"10176",428430.16500000,4587087.40000000,428422.46000000,4587066.70000000,428335.16500000,4586882.40000000,428327.46000000,4586861.70000000
"10177",428375.57600000,4587155.79900000,428372.09800000,4587145.96400000,428280.57600000,4586950.79900000,428277.09800000,4586940.96400000
"10178",428432.05000000,4587041.61000000,428444.22000000,4587036.98000000,428337.05000000,4586836.61000000,428349.22000000,4586831.98000000
"10179",428554.14600000,4587269.73800000,428561.39600000,4587267.07200000,428459.14600000,4587064.73800000,428466.39600000,4587062.07200000
"10181",432426.73200000,4588296.30700000,432452.49600000,4588297.75400000,432331.73200000,4588091.30700000,432357.49600000,4588092.75400000
"10182",432184.49200000,4588078.47100000,432188.81200000,4588087.92100000,432089.49200000,4587873.47100000,432093.81200000,4587882.92100000
"10183",432174.13400000,4588035.09000000,432180.88200000,4588047.84400000,432079.13400000,4587830.09000000,432085.88200000,4587842.84400000
"10184",432066.68200000,4588012.41100000,432060.65200000,4588000.71100000,431971.68200000,4587807.41100000,431965.65200000,4587795.71100000
"10185",432268.13100000,4588115.09600000,432288.82300000,4588106.50700000,432173.13100000,4587910.09600000,432193.82300000,4587901.50700000
"10187",432128.79000000,4588188.35000000,432117.90000000,4588193.28000000,432033.79000000,4587983.35000000,432022.90000000,4587988.28000000
"10188",432059.05200000,4587278.85900000,432056.73900000,4587267.83100000,431964.05200000,4587073.85900000,431961.73900000,4587062.83100000
"10189",432080.58900000,4587432.68200000,432075.44500000,4587402.23500000,431985.58900000,4587227.68200000,431980.44500000,4587197.23500000
"10190",432609.19700000,4587833.97900000,432605.69800000,4587856.71800000,432514.19700000,4587628.97900000,432510.69800000,4587651.71800000
"10191",432609.34200000,4587951.69400000,432609.04900000,4587942.65900000,432514.34200000,4587746.69400000,432514.04900000,4587737.65900000
"10192",432595.59300000,4588034.41900000,432596.28400000,4588019.97800000,432500.59300000,4587829.41900000,432501.28400000,4587814.97800000
"10193",432589.77100000,4588198.73300000,432588.58900000,4588214.21300000,432494.77100000,4587993.73300000,432493.58900000,4588009.21300000
"10194",431953.58900000,4586987.48100000,431953.87100000,4586970.24200000,431858.58900000,4586782.48100000,431858.87100000,4586765.24200000
"10195",431956.67300000,4587081.59000000,431954.22700000,4587103.71100000,431861.67300000,4586876.59000000,431859.22700000,4586898.71100000
"10196",431948.99500000,4587159.00500000,431951.06100000,4587143.51700000,431853.99500000,4586954.00500000,431856.06100000,4586938.51700000
"10197",431944.49100000,4587197.49700000,431947.42400000,4587180.23400000,431849.49100000,4586992.49700000,431852.42400000,4586975.23400000
"10198",431933.53200000,4587302.34400000,431932.33300000,4587316.05600000,431838.53200000,4587097.34400000,431837.33300000,4587111.05600000
"10199",431923.87800000,4587404.96800000,431921.84400000,4587423.99200000,431828.87800000,4587199.96800000,431826.84400000,4587218.99200000
"10200",432775.86400000,4587249.88300000,432800.21400000,4587254.51800000,432680.86400000,4587044.88300000,432705.21400000,4587049.51800000
"10201",432374.47900000,4587034.78000000,432351.35400000,4587036.40500000,432279.47900000,4586829.78000000,432256.35400000,4586831.40500000
"10202",432316.68300000,4587013.72100000,432330.82400000,4587013.58900000,432221.68300000,4586808.72100000,432235.82400000,4586808.58900000
"10203",432217.70900000,4587016.40800000,432238.92100000,4587016.21100000,432122.70900000,4586811.40800000,432143.92100000,4586811.21100000
"10204",432142.32900000,4587022.06400000,432122.60100000,4587022.76000000,432047.32900000,4586817.06400000,432027.60100000,4586817.76000000
"10205",432060.18000000,4587024.17000000,432040.46000000,4587024.51000000,431965.18000000,4586819.17000000,431945.46000000,4586819.51000000
"10206",432695.01400000,4587936.41400000,432693.59300000,4587955.98200000,432600.01400000,4587731.41400000,432598.59300000,4587750.98200000
"10207",432688.55400000,4588080.25400000,432687.69000000,4588101.27100000,432593.55400000,4587875.25400000,432592.69000000,4587896.27100000
"10208",432681.35400000,4588246.15500000,432682.35400000,4588232.53000000,432586.35400000,4588041.15500000,432587.35400000,4588027.53000000
"10209",432441.52000000,4586901.21000000,432435.93000000,4586916.59000000,432346.52000000,4586696.21000000,432340.93000000,4586711.59000000
"10210",432430.56300000,4586931.65500000,432434.64600000,4586920.32200000,432335.56300000,4586726.65500000,432339.64600000,4586715.32200000
"10211",432410.39700000,4586987.94600000,432415.50300000,4586973.55700000,432315.39700000,4586782.94600000,432320.50300000,4586768.55700000
"10212",432388.47700000,4587082.44200000,432393.17000000,4587064.27800000,432293.47700000,4586877.44200000,432298.17000000,4586859.27800000
"10213",432363.85000000,4587151.75000000,432366.65000000,4587133.76000000,432268.85000000,4586946.75000000,432271.65000000,4586928.76000000
"10214",432368.00900000,4587210.35900000,432370.81100000,4587178.95300000,432273.00900000,4587005.35900000,432275.81100000,4586973.95300000
"10215",432363.29000000,4587288.98000000,432363.07000000,4587273.98000000,432268.29000000,4587083.98000000,432268.07000000,4587068.98000000
"10216",432369.82000000,4587408.96800000,432367.78400000,4587388.40500000,432274.82000000,4587203.96800000,432272.78400000,4587183.40500000
"10217",432384.04000000,4587491.34000000,432386.37000000,4587504.66000000,432289.04000000,4587286.34000000,432291.37000000,4587299.66000000
"10218",432401.52700000,4587593.14200000,432398.59900000,4587571.72100000,432306.52700000,4587388.14200000,432303.59900000,4587366.72100000
"10219",432373.18000000,4587835.60900000,432369.38500000,4587842.49400000,432278.18000000,4587630.60900000,432274.38500000,4587637.49400000
"10220",432337.52000000,4587921.97000000,432336.09000000,4587931.79000000,432242.52000000,4587716.97000000,432241.09000000,4587726.79000000
"10221",432321.33100000,4588037.70100000,432318.80300000,4588050.98300000,432226.33100000,4587832.70100000,432223.80300000,4587845.98300000
"10222",432299.71000000,4588194.12000000,432300.80000000,4588185.87000000,432204.71000000,4587989.12000000,432205.80000000,4587980.87000000
"10223",432295.44000000,4588229.96000000,432297.20000000,4588215.37000000,432200.44000000,4588024.96000000,432202.20000000,4588010.37000000
"10224",432288.53700000,4588309.78600000,432288.85300000,4588300.08500000,432193.53700000,4588104.78600000,432193.85300000,4588095.08500000
"10225",432280.14900000,4588409.77200000,432281.59300000,4588422.57600000,432185.14900000,4588204.77200000,432186.59300000,4588217.57600000
"10226",432437.89000000,4587980.22300000,432450.96900000,4587978.20000000,432342.89000000,4587775.22300000,432355.96900000,4587773.20000000
"10227",432060.63200000,4587203.21200000,432058.65900000,4587214.35200000,431965.63200000,4586998.21200000,431963.65900000,4587009.35200000
"10228",432468.13600000,4587866.65900000,432502.84500000,4587867.68700000,432373.13600000,4587661.65900000,432407.84500000,4587662.68700000
"10229",432136.70700000,4587631.90800000,432139.37200000,4587660.85400000,432041.70700000,4587426.90800000,432044.37200000,4587455.85400000
"10230",432418.81100000,4587679.04600000,432439.81400000,4587680.70000000,432323.81100000,4587474.04600000,432344.81400000,4587475.70000000
"10231",432376.51000000,4587680.48800000,432319.49000000,4587689.52900000,432281.51000000,4587475.48800000,432224.49000000,4587484.52900000
"10232",432266.07000000,4587703.28000000,432251.09000000,4587707.47000000,432171.07000000,4587498.28000000,432156.09000000,4587502.47000000
"10233",432262.15000000,4587560.51000000,432261.72000000,4587551.27000000,432167.15000000,4587355.51000000,432166.72000000,4587346.27000000
"10234",431872.64100000,4587224.41200000,431873.59900000,4587204.04800000,431777.64100000,4587019.41200000,431778.59900000,4586999.04800000
"10235",431943.50000000,4587585.20900000,431933.62800000,4587551.41600000,431848.50000000,4587380.20900000,431838.62800000,4587346.41600000
"10236",431997.57900000,4587774.20500000,431993.44900000,4587757.89100000,431902.57900000,4587569.20500000,431898.44900000,4587552.89100000
"10237",432101.72000000,4588223.45000000,432105.16000000,4588236.27000000,432006.72000000,4588018.45000000,432010.16000000,4588031.27000000
"10238",432115.17600000,4588273.00000000,432111.61300000,4588260.81200000,432020.17600000,4588068.00000000,432016.61300000,4588055.81200000
"10239",432162.01800000,4588453.25400000,432176.53700000,4588493.77900000,432067.01800000,4588248.25400000,432081.53700000,4588288.77900000
"10241",432173.15200000,4588070.46100000,432152.09200000,4588080.99100000,432078.15200000,4587865.46100000,432057.09200000,4587875.99100000
"10242",432205.43200000,4588311.90900000,432206.93500000,4588330.89900000,432110.43200000,4588106.90900000,432111.93500000,4588125.89900000
"10243",432245.23000000,4588342.93000000,432255.72000000,4588341.05000000,432150.23000000,4588137.93000000,432160.72000000,4588136.05000000
"10244",432834.63300000,4587014.61700000,432849.42900000,4587013.05000000,432739.63300000,4586809.61700000,432754.42900000,4586808.05000000
"10245",432740.26000000,4587001.83000000,432751.50000000,4587000.66000000,432645.26000000,4586796.83000000,432656.50000000,4586795.66000000
"10246",432432.89600000,4587011.31600000,432421.40600000,4587011.42200000,432337.89600000,4586806.31600000,432326.40600000,4586806.42200000
"10247",432516.66200000,4587036.61300000,432530.36500000,4587036.92800000,432421.66200000,4586831.61300000,432435.36500000,4586831.92800000
"10248",432120.25000000,4587325.61100000,432121.62800000,4587335.42900000,432025.25000000,4587120.61100000,432026.62800000,4587130.42900000
"10249",432279.12000000,4587624.70000000,432290.94000000,4587624.47000000,432184.12000000,4587419.70000000,432195.94000000,4587419.47000000
"10250",432307.85800000,4587445.95100000,432309.99700000,4587467.98200000,432212.85800000,4587240.95100000,432214.99700000,4587262.98200000
"10251",432103.10000000,4587506.67000000,432120.35000000,4587503.21000000,432008.10000000,4587301.67000000,432025.35000000,4587298.21000000
"10252",432413.51000000,4587444.83000000,432444.03500000,4587438.63200000,432318.51000000,4587239.83000000,432349.03500000,4587233.63200000
"10253",432638.77600000,4586970.30700000,432636.58800000,4586958.15600000,432543.77600000,4586765.30700000,432541.58800000,4586753.15600000
"10254",432338.73500000,4588658.59500000,432358.19400000,4588667.55900000,432243.73500000,4588453.59500000,432263.19400000,4588462.55900000
"10255",432830.55400000,4587104.25300000,432835.75800000,4587093.59800000,432735.55400000,4586899.25300000,432740.75800000,4586888.59800000
"10255",432839.51000000,4587078.39000000,432848.23000000,4587063.05000000,432744.51000000,4586873.39000000,432753.23000000,4586858.05000000
"10256",432689.53000000,4587318.56000000,432701.14000000,4587302.84000000,432594.53000000,4587113.56000000,432606.14000000,4587097.84000000
"10257",432514.01100000,4587810.25100000,432516.34300000,4587765.38700000,432419.01100000,4587605.25100000,432421.34300000,4587560.38700000
"10258",432504.69000000,4588027.19000000,432503.43000000,4588056.28000000,432409.69000000,4587822.19000000,432408.43000000,4587851.28000000
"10259",432499.34200000,4588150.76300000,432498.59600000,4588170.16700000,432404.34200000,4587945.76300000,432403.59600000,4587965.16700000
"10260",432491.42000000,4588332.92000000,432491.91000000,4588321.95000000,432396.42000000,4588127.92000000,432396.91000000,4588116.95000000
"10261",432273.57600000,4587940.02900000,432273.92400000,4587929.86100000,432178.57600000,4587735.02900000,432178.92400000,4587724.86100000
"10265",431776.83600000,4586003.21700000,431786.20200000,4586012.41100000,431681.83600000,4585798.21700000,431691.20200000,4585807.41100000
"10267",432328.87500000,4585399.78600000,432331.48600000,4585389.03700000,432233.87500000,4585194.78600000,432236.48600000,4585184.03700000
"10268",432248.68000000,4585471.29000000,432260.56000000,4585459.18000000,432153.68000000,4585266.29000000,432165.56000000,4585254.18000000
"10269",432046.74200000,4585655.98100000,432062.94200000,4585639.47800000,431951.74200000,4585450.98100000,431967.94200000,4585434.47800000
"10270",432315.55000000,4585714.24000000,432322.64000000,4585737.85000000,432220.55000000,4585509.24000000,432227.64000000,4585532.85000000
"10271",431877.68200000,4585773.78600000,431875.76600000,4585757.89400000,431782.68200000,4585568.78600000,431780.76600000,4585552.89400000
"10272",431882.98200000,4585821.02700000,431883.34600000,4585812.62600000,431787.98200000,4585616.02700000,431788.34600000,4585607.62600000
"10273",432432.83000000,4585478.95000000,432433.08000000,4585494.09000000,432337.83000000,4585273.95000000,432338.08000000,4585289.09000000
"10274",432384.97400000,4585527.32200000,432397.67000000,4585514.38800000,432289.97400000,4585322.32200000,432302.67000000,4585309.38800000
"10275",432450.85400000,4585435.22500000,432461.80000000,4585424.07400000,432355.85400000,4585230.22500000,432366.80000000,4585219.07400000
"10276",432178.81000000,4585742.70400000,432192.82000000,4585728.43100000,432083.81000000,4585537.70400000,432097.82000000,4585523.43100000
"10277",432100.87000000,4585821.21300000,432117.06100000,4585803.82600000,432005.87000000,4585616.21300000,432022.06100000,4585598.82600000
"10278",432310.45000000,4585601.56000000,432330.15000000,4585601.78000000,432215.45000000,4585396.56000000,432235.15000000,4585396.78000000
"10279",432035.72900000,4585883.78000000,432047.60400000,4585883.28000000,431940.72900000,4585678.78000000,431952.60400000,4585678.28000000
"10280",432049.23600000,4585846.08300000,432038.99200000,4585846.25500000,431954.23600000,4585641.08300000,431943.99200000,4585641.25500000
"10281",432393.55000000,4585668.62000000,432393.95000000,4585676.33000000,432298.55000000,4585463.62000000,432298.95000000,4585471.33000000
"10282",432177.62000000,4585900.05300000,432189.00300000,4585888.45700000,432082.62000000,4585695.05300000,432094.00300000,4585683.45700000
"10283",431967.57900000,4585638.48700000,431977.37500000,4585646.35100000,431872.57900000,4585433.48700000,431882.37500000,4585441.35100000
"10284",432017.35000000,4585676.74000000,432017.53000000,4585688.44000000,431922.35000000,4585471.74000000,431922.53000000,4585483.44000000
"10285",431989.94600000,4585635.81300000,432001.46100000,4585646.94800000,431894.94600000,4585430.81300000,431906.46100000,4585441.94800000
"10286",432054.81000000,4585496.77000000,432054.73000000,4585485.22000000,431959.81000000,4585291.77000000,431959.73000000,4585280.22000000
"10287",432097.80600000,4585538.82900000,432108.51000000,4585549.33600000,432002.80600000,4585333.82900000,432013.51000000,4585344.33600000
"10288",432102.06600000,4585569.28400000,432092.26200000,4585560.53600000,432007.06600000,4585364.28400000,431997.26200000,4585355.53600000
"10289",432196.39400000,4585637.35400000,432179.89100000,4585621.15500000,432101.39400000,4585432.35400000,432084.89100000,4585416.15500000
"10290",432245.95000000,4585672.46000000,432246.27000000,4585689.53000000,432150.95000000,4585467.46000000,432151.27000000,4585484.53000000
"10291",432301.59700000,4585771.70900000,432300.33200000,4585761.96600000,432206.59700000,4585566.70900000,432205.33200000,4585556.96600000
"10292",431743.23000000,4585757.28000000,431763.15000000,4585757.10000000,431648.23000000,4585552.28000000,431668.15000000,4585552.10000000
"10293",431842.15000000,4585850.13400000,431830.55300000,4585838.75000000,431747.15000000,4585645.13400000,431735.55300000,4585633.75000000
"10294",431864.98800000,4585882.18500000,431856.96700000,4585875.18800000,431769.98800000,4585677.18500000,431761.96700000,4585670.18800000
"10295",431650.47600000,4585701.93600000,431667.81400000,4585701.57200000,431555.47600000,4585496.93600000,431572.81400000,4585496.57200000
"10296",432314.10400000,4585221.28000000,432321.10400000,4585221.28000000,432219.10400000,4585016.28000000,432226.10400000,4585016.28000000
"10297",432405.10400000,4585316.53000000,432415.60400000,4585316.65500000,432310.10400000,4585111.53000000,432320.60400000,4585111.65500000
"10298",432167.57000000,4585364.71000000,432181.36100000,4585351.10300000,432072.57000000,4585159.71000000,432086.36100000,4585146.10300000
"10299",431810.37000000,4585710.29000000,431826.32000000,4585693.99000000,431715.37000000,4585505.29000000,431731.32000000,4585488.99000000
"10300",431685.57200000,4585854.99500000,431692.25400000,4585847.99900000,431590.57200000,4585649.99500000,431597.25400000,4585642.99900000
"10301",432241.97900000,4585305.78000000,432242.10400000,4585293.78000000,432146.97900000,4585100.78000000,432147.10400000,4585088.78000000
"10302",432170.12300000,4585425.89900000,432187.51800000,4585442.97400000,432075.12300000,4585220.89900000,432092.51800000,4585237.97400000
"10303",432405.49000000,4585656.54000000,432412.21000000,4585656.55000000,432310.49000000,4585451.54000000,432317.21000000,4585451.55000000
"10304",432082.50400000,4585889.88800000,432096.77700000,4585903.89800000,431987.50400000,4585684.88800000,432001.77700000,4585698.89800000
"10305",431841.51600000,4585115.60100000,431846.47900000,4585126.60400000,431746.51600000,4584910.60100000,431751.47900000,4584921.60400000
"10306",431925.47000000,4585286.89000000,431944.37000000,4585326.62000000,431830.47000000,4585081.89000000,431849.37000000,4585121.62000000
"10307",431471.97000000,4585290.90000000,431460.50000000,4585290.87000000,431376.97000000,4585085.90000000,431365.50000000,4585085.87000000
"10308",431557.98200000,4585205.23500000,431546.21500000,4585204.94100000,431462.98200000,4585000.23500000,431451.21500000,4584999.94100000
"10309",431570.11000000,4585219.39000000,431569.76000000,4585229.55000000,431475.11000000,4585014.39000000,431474.76000000,4585024.55000000
"10310",431363.21000000,4584858.73000000,431376.10000000,4584858.65000000,431268.21000000,4584653.73000000,431281.10000000,4584653.65000000
"10311",431486.21000000,4584930.19000000,431485.86000000,4584943.28000000,431391.21000000,4584725.19000000,431390.86000000,4584738.28000000
"10312",431448.72900000,4584943.15500000,431448.47900000,4584930.57200000,431353.72900000,4584738.15500000,431353.47900000,4584725.57200000
"10313",431864.82500000,4584916.56600000,431888.92200000,4584939.55300000,431769.82500000,4584711.56600000,431793.92200000,4584734.55300000
"10314",431843.14600000,4584895.82200000,431819.97900000,4584873.90500000,431748.14600000,4584690.82200000,431724.97900000,4584668.90500000
"10315",431759.81000000,4584458.25000000,431759.76000000,4584451.71000000,431664.81000000,4584253.25000000,431664.76000000,4584246.71000000
"10316",431638.91700000,4584571.21700000,431662.35400000,4584570.84200000,431543.91700000,4584366.21700000,431567.35400000,4584365.84200000
"10317",431294.85000000,4584929.78000000,431294.92000000,4584941.26000000,431199.85000000,4584724.78000000,431199.92000000,4584736.26000000
"10318",431622.70000000,4585050.83000000,431632.86000000,4585072.92000000,431527.70000000,4584845.83000000,431537.86000000,4584867.92000000
"10319",431839.11000000,4585570.40100000,431847.27000000,4585592.42300000,431744.11000000,4585365.40100000,431752.27000000,4585387.42300000
"10320",431651.24000000,4585477.45000000,431670.97000000,4585477.18000000,431556.24000000,4585272.45000000,431575.97000000,4585272.18000000
"10321",431573.09000000,4584816.06000000,431564.52000000,4584816.30000000,431478.09000000,4584611.06000000,431469.52000000,4584611.30000000
"10322",431390.59000000,4585027.28000000,431390.32000000,4585040.90000000,431295.59000000,4584822.28000000,431295.32000000,4584835.90000000
"10323",431297.34100000,4585102.53400000,431306.52700000,4585092.28400000,431202.34100000,4584897.53400000,431211.52700000,4584887.28400000
"10324",431300.96000000,4585120.45000000,431300.98000000,4585134.64000000,431205.96000000,4584915.45000000,431205.98000000,4584929.64000000
"10325",431737.78000000,4584666.15000000,431755.28000000,4584665.97000000,431642.78000000,4584461.15000000,431660.28000000,4584460.97000000
"10326",431916.51000000,4584461.68000000,431916.33000000,4584451.45000000,431821.51000000,4584256.68000000,431821.33000000,4584246.45000000
"10327",431822.24200000,4584551.69700000,431822.32800000,4584548.66500000,431727.24200000,4584346.69700000,431727.32800000,4584343.66500000
"10328",431861.45000000,4584556.17000000,431861.33000000,4584544.00000000,431766.45000000,4584351.17000000,431766.33000000,4584339.00000000
"10329",431654.32000000,4584718.95000000,431664.78000000,4584718.27000000,431559.32000000,4584513.95000000,431569.78000000,4584513.27000000
"10330",431826.98000000,4585481.51000000,431846.60000000,4585480.92000000,431731.98000000,4585276.51000000,431751.60000000,4585275.92000000
"10331",431478.40000000,4585135.75000000,431478.49000000,4585122.13000000,431383.40000000,4584930.75000000,431383.49000000,4584917.13000000
"10332",431696.39000000,4585373.27000000,431724.72000000,4585400.67000000,431601.39000000,4585168.27000000,431629.72000000,4585195.67000000
"10333",431834.97900000,4585404.53000000,431828.97900000,4585394.03000000,431739.97900000,4585199.53000000,431733.97900000,4585189.03000000
"10334",431782.95000000,4585024.87000000,431797.70000000,4585012.60000000,431687.95000000,4584819.87000000,431702.70000000,4584807.60000000
"10335",431784.67000000,4585388.37000000,431774.72000000,4585393.08000000,431689.67000000,4585183.37000000,431679.72000000,4585188.08000000
"10336",431665.97000000,4585199.17000000,431657.76000000,4585233.70000000,431570.97000000,4584994.17000000,431562.76000000,4585028.70000000
"10337",432037.44000000,4584977.57000000,432057.87000000,4584965.31000000,431942.44000000,4584772.57000000,431962.87000000,4584760.31000000
"10338",431784.56100000,4585121.87500000,431788.94700000,4585118.29900000,431689.56100000,4584916.87500000,431693.94700000,4584913.29900000
"10339",432036.84000000,4585103.25000000,432054.37000000,4585091.61000000,431941.84000000,4584898.25000000,431959.37000000,4584886.61000000
"10340",431825.33000000,4585244.31000000,431837.54000000,4585236.15000000,431730.33000000,4585039.31000000,431742.54000000,4585031.15000000
"10341",431917.10400000,4585601.15500000,431916.10400000,4585584.78000000,431822.10400000,4585396.15500000,431821.10400000,4585379.78000000
"10342",431754.87200000,4584820.15800000,431765.20700000,4584829.54000000,431659.87200000,4584615.15800000,431670.20700000,4584624.54000000
"10343",432083.23500000,4585397.53700000,432094.64000000,4585414.48000000,431988.23500000,4585192.53700000,431999.64000000,4585209.48000000
"10344",431680.20000000,4584944.81000000,431688.58000000,4584952.36000000,431585.20000000,4584739.81000000,431593.58000000,4584747.36000000
"10345",431991.75300000,4585517.77900000,431979.42600000,4585492.90400000,431896.75300000,4585312.77900000,431884.42600000,4585287.90400000
"10346",431483.60400000,4585314.53000000,431483.72900000,4585303.03000000,431388.60400000,4585109.53000000,431388.72900000,4585098.03000000
"10347",431515.06000000,4585349.95000000,431491.97000000,4585327.33000000,431420.06000000,4585144.95000000,431396.97000000,4585122.33000000
"10348",431744.90000000,4585568.55000000,431759.29000000,4585568.34000000,431649.90000000,4585363.55000000,431664.29000000,4585363.34000000
"10349",431549.22900000,4585049.53000000,431562.85400000,4585049.53000000,431454.22900000,4584844.53000000,431467.85400000,4584844.53000000
"10350",431895.07000000,4584611.11000000,431882.08000000,4584598.42000000,431800.07000000,4584406.11000000,431787.08000000,4584393.42000000
"10351",431950.08000000,4584665.11000000,431970.07000000,4584684.21000000,431855.08000000,4584460.11000000,431875.07000000,4584479.21000000
"10352",431823.85400000,4584708.78000000,431830.72900000,4584701.03000000,431728.85400000,4584503.78000000,431735.72900000,4584496.03000000
"10353",431754.15300000,4584780.83700000,431756.99000000,4584777.85800000,431659.15300000,4584575.83700000,431661.99000000,4584572.85800000
"10354",431652.60400000,4584886.90500000,431658.22900000,4584880.65500000,431557.60400000,4584681.90500000,431563.22900000,4584675.65500000
"10355",432054.61000000,4584545.54000000,432054.79000000,4584554.83000000,431959.61000000,4584340.54000000,431959.79000000,4584349.83000000
"10356",431856.66000000,4584363.10000000,431856.58000000,4584352.55000000,431761.66000000,4584158.10000000,431761.58000000,4584147.55000000
